,datetime,open,high,low,close,volume,rsi,arn_up,arn_down,arn_cross,reversal
99,2021-12-27 16:00:00,51445.0,52117.0,51191.0,51192.0,22701241.3246,60.93383695671797,96.0,60.0,0,0
100,2021-12-27 20:00:00,51192.0,51358.0,50632.0,50703.0,16557791.3741,54.37690462010823,92.0,56.00000000000001,0,0
101,2021-12-28 00:00:00,50703.0,50703.0,49495.0,49820.0,29103026.8611,44.967225820298175,88.0,52.0,0,0
102,2021-12-28 04:00:00,49820.0,49821.0,48646.0,49222.0,22654357.0661,39.92800806632549,84.0,100.0,2,2
103,2021-12-28 08:00:00,49222.0,49446.0,48761.0,49199.0,21121264.5736,39.74352997206339,80.0,100.0,0,0
104,2021-12-28 12:00:00,49199.0,49372.0,48347.0,48941.0,23216719.2498,37.64254617065258,76.0,100.0,0,0
105,2021-12-28 16:00:00,48941.0,48978.0,47310.0,47688.0,23466636.8941,29.489208477863002,72.0,100.0,0,0
106,2021-12-28 20:00:00,47688.0,48039.0,47331.0,47546.0,16072670.4996,28.72973942424096,68.0,100.0,0,0
107,2021-12-29 00:00:00,47546.0,48142.0,47454.0,48008.0,16718708.5652,34.62866148915403,64.0,96.0,0,0
108,2021-12-29 04:00:00,48008.0,48064.0,47526.0,47566.0,19663931.8463,31.9076861797663,60.0,92.0,0,0
109,2021-12-29 08:00:00,47566.0,48089.0,47404.0,47736.0,21783736.2565,34.053978306639706,56.00000000000001,88.0,0,0
110,2021-12-29 12:00:00,47736.0,48050.0,46588.0,47973.0,33963254.6583,37.03374795332485,52.0,84.0,0,0
111,2021-12-29 16:00:00,47973.0,48049.0,47034.0,47148.0,16244638.7161,31.669323188219806,48.0,100.0,0,0
112,2021-12-29 20:00:00,47148.0,47714.0,46037.0,46466.0,25504906.0161,28.051873692446662,44.0,100.0,0,0
113,2021-12-30 00:00:00,46466.0,46850.0,45937.0,46508.0,16155359.1178,28.592821255014158,40.0,96.0,0,0
114,2021-12-30 04:00:00,46508.0,47104.0,46496.0,46982.0,13874482.688,34.571640777425,36.0,92.0,0,0
115,2021-12-30 08:00:00,46985.0,47568.0,46689.0,47524.0,37458898.7494,40.68709082715165,32.0,88.0,0,0
116,2021-12-30 12:00:00,47524.0,47725.0,47120.0,47129.0,32729721.3339,37.906371825413146,28.000000000000004,84.0,0,0
117,2021-12-30 16:00:00,47149.0,47915.0,47094.0,47562.0,23981711.8353,42.54217642205053,24.0,80.0,0,0
118,2021-12-30 20:00:00,47562.0,47678.0,46735.0,47121.0,19060944.7355,39.32220974733742,20.0,76.0,0,0
119,2021-12-31 00:00:00,47121.0,47388.0,46822.0,47201.0,11838571.7901,40.2063533206052,16.0,72.0,0,0
120,2021-12-31 04:00:00,47201.0,47554.0,46828.0,47189.0,12012947.0265,40.11193796668227,12.0,68.0,0,0
121,2021-12-31 08:00:00,47189.0,48565.0,47074.0,47981.0,30598264.3941,48.67798169090846,8.0,64.0,0,0
122,2021-12-31 12:00:00,47981.0,48132.0,47826.0,48001.0,9579521.6902,48.876841584006044,4.0,60.0,0,0
123,2021-12-31 16:00:00,48000.0,48117.0,45668.0,45711.0,22830058.7713,33.074364907010604,4.0,100.0,0,0
124,2021-12-31 20:00:00,45711.0,46576.0,45669.0,46204.0,21366322.6049,37.7411643623952,4.0,96.0,0,0
125,2022-01-01 00:00:00,46204.0,46935.0,46196.0,46803.0,16873199.2773,42.94677215635083,4.0,92.0,0,0
126,2022-01-01 04:00:00,46803.0,47555.0,46624.0,47201.0,13190704.8221,46.167513322939776,4.0,88.0,0,0
127,2022-01-01 08:00:00,47201.0,47343.0,46726.0,46762.0,11951220.5565,43.26622593813483,4.0,84.0,0,0
128,2022-01-01 12:00:00,46762.0,47489.0,46762.0,47218.0,10395926.1453,46.992514436371245,4.0,80.0,0,0
129,2022-01-01 16:00:00,47218.0,47952.0,47184.0,47332.0,15096777.1303,47.913566363339946,12.0,76.0,0,0
130,2022-01-01 20:00:00,47332.0,47832.0,47231.0,47728.0,9025574.5408,51.09260950024368,8.0,72.0,0,0
131,2022-01-02 00:00:00,47728.0,47759.0,47271.0,47331.0,11988060.2892,47.934003158049826,4.0,68.0,0,0
132,2022-01-02 04:00:00,47331.0,47420.0,46771.0,47177.0,10886280.0351,46.72723890863385,60.0,64.0,0,0
133,2022-01-02 08:00:00,47177.0,47500.0,46977.0,47236.0,5204835.5679,47.27490029235843,56.00000000000001,60.0,0,0
134,2022-01-02 12:00:00,47236.0,47454.0,47016.0,47345.0,6046056.3018,48.33169420679028,52.0,56.00000000000001,0,0
135,2022-01-02 16:00:00,47345.0,47996.0,46625.0,46913.0,22171518.6541,44.52281304760374,48.0,52.0,0,0
136,2022-01-02 20:00:00,46913.0,47470.0,46824.0,47284.0,7667559.6603,48.291598071687936,44.0,48.0,0,0
137,2022-01-03 00:00:00,47284.0,47289.0,46727.0,46803.0,41965640.1295,44.10791028978345,40.0,44.0,0,0
138,2022-01-03 04:00:00,46803.0,47215.0,46753.0,47051.0,6899618.9594,46.673132832914945,36.0,40.0,0,0
139,2022-01-03 08:00:00,47051.0,47432.0,46778.0,47377.0,8100003.5306,49.926501209744366,32.0,36.0,0,0
140,2022-01-03 12:00:00,47377.0,47573.0,46563.0,46688.0,17332222.5911,43.83906087422808,28.000000000000004,32.0,0,0
141,2022-01-03 16:00:00,46688.0,46789.0,46250.0,46367.0,18604577.8838,41.3118102908647,24.0,28.000000000000004,0,0
142,2022-01-03 20:00:00,46367.0,46574.0,45689.0,46450.0,19044483.1335,42.23902291902141,20.0,24.0,0,0
143,2022-01-04 00:00:00,46450.0,46538.0,45948.0,46316.0,13325039.6349,41.10978559177441,16.0,20.0,0,0
144,2022-01-04 04:00:00,46316.0,46577.0,46010.0,46554.0,11417377.3102,43.9747046641693,12.0,16.0,0,0
145,2022-01-04 08:00:00,46554.0,46759.0,46301.0,46728.0,12155158.1546,46.04144771797789,8.0,12.0,0,0
146,2022-01-04 12:00:00,46728.0,47545.0,46413.0,46923.0,21942493.6898,48.34138065800102,4.0,8.0,0,0
147,2022-01-04 16:00:00,46923.0,46979.0,45482.0,46045.0,27851156.2814,40.06145889779265,32.0,4.0,1,1
148,2022-01-04 20:00:00,46045.0,46428.0,45758.0,45831.0,17705424.0222,38.33784942905621,28.000000000000004,100.0,2,0
149,2022-01-05 00:00:00,45831.0,46559.0,45728.0,46429.0,43903824.852,45.40633614142766,24.0,96.0,0,0
150,2022-01-05 04:00:00,46429.0,46529.0,46251.0,46407.0,6819267.6453,45.201048658752676,20.0,92.0,0,0
151,2022-01-05 08:00:00,46407.0,47069.0,46100.0,46273.0,19534049.8121,43.89917404218056,16.0,88.0,0,0
152,2022-01-05 12:00:00,46273.0,46831.0,45907.0,46618.0,27703557.4664,48.04797066112577,12.0,84.0,0,0
153,2022-01-05 16:00:00,46618.0,46672.0,44500.0,44682.0,60458957.5029,33.20720860976061,8.0,100.0,0,0
154,2022-01-05 20:00:00,44682.0,44823.0,42361.0,43449.0,68651354.9127,27.402132465765973,4.0,100.0,0,0
155,2022-01-06 00:00:00,43449.0,43784.0,42823.0,42834.0,37935561.5793,25.049909756940522,36.0,100.0,0,0
156,2022-01-06 04:00:00,42843.0,43269.0,42592.0,43241.0,26972964.1514,29.37088537728326,32.0,96.0,0,0
157,2022-01-06 08:00:00,43241.0,43264.0,42431.0,42868.0,29607713.1279,27.789666134089458,28.000000000000004,92.0,0,0
158,2022-01-06 12:00:00,42868.0,43234.0,42635.0,42946.0,26956162.1134,28.65465624357789,24.0,88.0,0,0
159,2022-01-06 16:00:00,42946.0,43505.0,42758.0,43433.0,23692782.6507,33.972727907804625,20.0,84.0,0,0
160,2022-01-06 20:00:00,43433.0,43575.0,43016.0,43085.0,13536520.8412,32.129706920549665,16.0,80.0,0,0
161,2022-01-07 00:00:00,43085.0,43146.0,41583.0,41802.0,40259704.7695,26.43564843808481,12.0,100.0,0,0
162,2022-01-07 04:00:00,41802.0,41948.0,41000.0,41706.0,94307655.7453,26.06344849978082,8.0,100.0,0,0
163,2022-01-07 08:00:00,41706.0,42786.0,41609.0,42256.0,28226532.7115,31.97286561734748,4.0,96.0,0,0
164,2022-01-07 12:00:00,42256.0,42767.0,40548.0,41314.0,57324887.1844,27.864990343600155,28.000000000000004,100.0,0,0
165,2022-01-07 16:00:00,41313.0,42325.0,40931.0,41768.0,37365853.1897,32.374563155182216,24.0,96.0,0,0
166,2022-01-07 20:00:00,41768.0,42049.0,41338.0,41571.0,15843606.2184,31.455632400403147,20.0,92.0,0,0
167,2022-01-08 00:00:00,41571.0,42238.0,41565.0,41809.0,16685108.5915,33.89679550445322,16.0,88.0,0,0
168,2022-01-08 04:00:00,41809.0,41993.0,41735.0,41916.0,9431809.2839,35.01730171523042,12.0,84.0,0,0
169,2022-01-08 08:00:00,41916.0,42201.0,41765.0,41943.0,14675394.726,35.31526190939573,8.0,80.0,0,0
170,2022-01-08 12:00:00,41943.0,42059.0,41450.0,41609.0,17004779.903,33.282247133614646,4.0,76.0,0,0
171,2022-01-08 16:00:00,41609.0,41733.0,40528.0,40817.0,41745210.2053,29.01657347001027,24.0,100.0,0,0
172,2022-01-08 20:00:00,40817.0,42308.0,40715.0,41684.0,23384757.7129,38.33406313526285,20.0,96.0,0,0
173,2022-01-09 00:00:00,41684.0,42171.0,41391.0,41835.0,14346118.5532,39.815786344500964,16.0,92.0,0,0
174,2022-01-09 04:00:00,41835.0,42102.0,41684.0,41795.0,9086771.2072,39.544718522892126,12.0,88.0,0,0
175,2022-01-09 08:00:00,41795.0,41984.0,41407.0,41864.0,15169872.0963,40.29976295050911,8.0,84.0,0,0
176,2022-01-09 12:00:00,41864.0,41924.0,41212.0,41619.0,15377878.3628,38.46287897885466,4.0,80.0,0,0
177,2022-01-09 16:00:00,41619.0,42747.0,41566.0,42696.0,22277302.3469,49.384706107465604,4.0,76.0,0,0
178,2022-01-09 20:00:00,42696.0,42785.0,41769.0,41867.0,13180876.1165,43.05091137598542,4.0,72.0,0,0
179,2022-01-10 00:00:00,41867.0,42038.0,41602.0,41966.0,13916539.7057,43.97501067485321,20.0,68.0,0,0
180,2022-01-10 04:00:00,41966.0,42250.0,41827.0,42045.0,12808805.7116,44.74551656950474,16.0,64.0,0,0
181,2022-01-10 08:00:00,42045.0,42116.0,41463.0,41559.0,19049878.2632,41.00899754620088,12.0,60.0,0,0
182,2022-01-10 12:00:00,41559.0,41605.0,39655.0,40986.0,73824843.8248,37.077719818898906,8.0,56.00000000000001,0,0
183,2022-01-10 16:00:00,40986.0,42132.0,40570.0,41298.0,54384899.6101,40.4265416378881,4.0,52.0,0,0
184,2022-01-10 20:00:00,41298.0,41991.0,41172.0,41816.0,20368287.3959,45.60288748086313,4.0,48.0,0,0
185,2022-01-11 00:00:00,41817.0,42390.0,41550.0,42284.0,44263373.3295,49.843228840958744,68.0,44.0,1,1
186,2022-01-11 04:00:00,42284.0,42377.0,41975.0,42208.0,16670712.4332,49.1728766839513,64.0,40.0,0,0
187,2022-01-11 08:00:00,42208.0,42619.0,41589.0,41820.0,23149672.3236,45.787212607607216,60.0,36.0,0,0
188,2022-01-11 12:00:00,41820.0,42188.0,41268.0,41734.0,32209712.3362,45.046867426385695,56.00000000000001,32.0,0,0
189,2022-01-11 16:00:00,41734.0,43116.0,41681.0,42982.0,45311924.3107,56.13195535787092,100.0,28.000000000000004,0,0
190,2022-01-11 20:00:00,42982.0,43111.0,42617.0,42730.0,13510943.7069,53.77319839132233,96.0,24.0,0,0
191,2022-01-12 00:00:00,42730.0,42969.0,42449.0,42602.0,6652230.7061,52.564930508556394,92.0,20.0,0,0
192,2022-01-12 04:00:00,42602.0,42864.0,42450.0,42563.0,8236142.4257,52.1802124903808,88.0,16.0,0,0
193,2022-01-12 08:00:00,42562.0,43445.0,42508.0,42935.0,33644081.7495,55.52397492848295,84.0,12.0,0,0
194,2022-01-12 12:00:00,42935.0,44085.0,42884.0,43556.0,41185602.778,60.49060177227882,100.0,8.0,0,0
195,2022-01-12 16:00:00,43556.0,43893.0,43320.0,43740.0,20601710.788,61.84998281524525,100.0,4.0,0,0
196,2022-01-12 20:00:00,43740.0,44319.0,43632.0,43902.0,18073959.321,63.055228684960404,100.0,44.0,0,0
197,2022-01-13 00:00:00,43902.0,44049.0,43386.0,43513.0,11007879.4772,58.29293568922091,96.0,40.0,0,0
198,2022-01-13 04:00:00,43513.0,43799.0,43494.0,43707.0,10169149.1337,59.91875767598053,92.0,36.0,0,0
199,2022-01-13 08:00:00,43707.0,44022.0,43511.0,43606.0,18423170.544,58.6371920129733,88.0,32.0,0,0
200,2022-01-13 12:00:00,43606.0,44419.0,42879.0,43201.0,36783464.8372,53.67923545722783,84.0,28.000000000000004,0,0
201,2022-01-13 16:00:00,43201.0,43478.0,42528.0,42704.0,39162815.343,48.28390569402747,80.0,24.0,0,0
202,2022-01-13 20:00:00,42704.0,42893.0,42316.0,42562.0,19026876.0673,46.83545713890054,76.0,20.0,0,0
203,2022-01-14 00:00:00,42562.0,42784.0,42371.0,42633.0,9233850.5508,47.68057701378234,72.0,16.0,0,0
204,2022-01-14 04:00:00,42633.0,42976.0,42602.0,42654.0,12258598.8011,47.94415634400412,68.0,12.0,0,0
205,2022-01-14 08:00:00,42654.0,42691.0,41833.0,42009.0,25174967.4062,41.09600819558596,64.0,8.0,0,0
206,2022-01-14 12:00:00,42009.0,43332.0,41721.0,43102.0,32971073.5226,53.27545755453704,60.0,4.0,0,0
207,2022-01-14 16:00:00,43102.0,43402.0,42777.0,43086.0,14297812.1292,53.10236384507861,56.00000000000001,4.0,0,0
208,2022-01-14 20:00:00,43086.0,43450.0,43009.0,43067.0,11903730.3763,52.88263580002275,52.0,20.0,0,0
209,2022-01-15 00:00:00,43067.0,43180.0,42875.0,42938.0,8961869.4932,51.32967343284342,48.0,16.0,0,0
210,2022-01-15 04:00:00,42938.0,43105.0,42735.0,43092.0,5273899.1603,53.100326010795705,44.0,12.0,0,0
211,2022-01-15 08:00:00,43092.0,43300.0,42893.0,43018.0,7651085.4911,52.119116335786046,40.0,8.0,0,0
212,2022-01-15 12:00:00,43018.0,43411.0,42563.0,43403.0,15035702.6968,56.611276205544144,36.0,4.0,0,0
213,2022-01-15 16:00:00,43403.0,43556.0,43238.0,43533.0,7382736.0869,58.04269889705501,32.0,68.0,2,0
214,2022-01-15 20:00:00,43533.0,43794.0,43077.0,43082.0,11260587.104,51.67360495137504,28.000000000000004,64.0,0,0
215,2022-01-16 00:00:00,43082.0,43146.0,42845.0,42984.0,6191479.3208,50.37993968763112,24.0,60.0,0,0
216,2022-01-16 04:00:00,42984.0,43259.0,42867.0,43211.0,4793194.5404,53.29660169021195,20.0,56.00000000000001,0,0
217,2022-01-16 08:00:00,43211.0,43311.0,42778.0,42974.0,8250852.0686,49.992589642856906,16.0,52.0,0,0
218,2022-01-16 12:00:00,42974.0,43431.0,42593.0,43224.0,20922036.2302,53.28259893437075,12.0,48.0,0,0
219,2022-01-16 16:00:00,43225.0,43480.0,42808.0,42840.0,9774661.6453,48.053100111981514,8.0,44.0,0,0
220,2022-01-16 20:00:00,42840.0,43273.0,42758.0,43074.0,7181650.0061,51.19646818745008,4.0,40.0,0,0
221,2022-01-17 00:00:00,43074.0,43181.0,42632.0,42655.0,8391637.8617,45.84679299630261,8.0,36.0,0,0
222,2022-01-17 04:00:00,42655.0,42966.0,42345.0,42656.0,11644289.6096,45.86133303729278,4.0,32.0,0,0
223,2022-01-17 08:00:00,42657.0,42907.0,42570.0,42674.0,8899909.8824,46.141651479241034,4.0,28.000000000000004,0,0
224,2022-01-17 12:00:00,42674.0,42781.0,42397.0,42478.0,15420868.1843,43.50042374080418,56.00000000000001,24.0,1,0
225,2022-01-17 16:00:00,42478.0,42533.0,41850.0,42245.0,14325493.2414,40.53028392147351,52.0,20.0,0,0
