,datetime,open,high,low,close,volume,rsi,arn_up,arn_down,arn_cross,reversal
0,2021-12-11 04:00:00,48308.0,48890.0,47787.0,48040.0,18458561.8212,,,,0,0
1,2021-12-11 08:00:00,48040.0,48895.0,47867.0,48240.0,17448201.1764,,,,0,0
2,2021-12-11 12:00:00,48240.0,48920.0,48163.0,48767.0,21018334.0882,,,,0,0
3,2021-12-11 16:00:00,48758.0,49278.0,48386.0,48405.0,27735872.7393,,,,0,0
4,2021-12-11 20:00:00,48405.0,49500.0,48394.0,49388.0,28300971.7024,,,,0,0
5,2021-12-12 00:00:00,49388.0,49692.0,49033.0,49306.0,23112910.7642,,,,0,0
6,2021-12-12 04:00:00,49306.0,49368.0,48836.0,49306.0,12119082.1336,,,,0,0
7,2021-12-12 08:00:00,49306.0,49374.0,48633.0,49129.0,10828682.2692,,,,0,0
8,2021-12-12 12:00:00,49129.0,49935.0,49106.0,49628.0,23240298.7475,,,,0,0
9,2021-12-12 16:00:00,49628.0,50784.0,49513.0,50214.0,47974550.2581,,,,0,0
10,2021-12-12 20:00:00,50214.0,50548.0,49883.0,50065.0,12713250.3931,,,,0,0
11,2021-12-13 00:00:00,50065.0,50190.0,48442.0,48876.0,28501074.3458,,,,0,0
12,2021-12-13 04:00:00,48876.0,49336.0,48587.0,48744.0,38022677.0384,,,,0,0
13,2021-12-13 08:00:00,48744.0,49176.0,48172.0,48856.0,19427122.9588,51.71748379958751,,,0,0
14,2021-12-13 12:00:00,48856.0,49005.0,47016.0,47254.0,31319718.2407,33.99922058235862,,,0,0
15,2021-12-13 16:00:00,47254.0,47909.0,45687.0,46743.0,61952158.4923,30.41928040041371,,,0,0
16,2021-12-13 20:00:00,46741.0,47283.0,46248.0,46702.0,31179021.6387,30.145015669708485,,,0,0
17,2021-12-14 00:00:00,46702.0,47226.0,46295.0,46957.0,22089246.9333,34.12328315619345,,,0,0
18,2021-12-14 04:00:00,46957.0,47177.0,46317.0,47005.0,24903670.5535,34.87512967413352,,,0,0
19,2021-12-14 08:00:00,47005.0,47750.0,46800.0,47620.0,25693677.9804,43.73547175679917,,,0,0
20,2021-12-14 12:00:00,47620.0,47954.0,46637.0,46839.0,40253104.5378,36.874437022405615,,,0,0
21,2021-12-14 16:00:00,46839.0,47141.0,46449.0,46859.0,20915810.9928,37.14636247767319,,,0,0
22,2021-12-14 20:00:00,46854.0,48680.0,46845.0,48351.0,29762842.4312,53.305932964844615,,,0,0
23,2021-12-15 00:00:00,48348.0,48751.0,47833.0,48268.0,13402203.4581,52.49733873588818,,,0,0
24,2021-12-15 04:00:00,48268.0,48433.0,47936.0,48209.0,13279890.9308,51.894727908683926,40.0,68.0,0,0
25,2021-12-15 08:00:00,48209.0,48775.0,48087.0,48135.0,14891067.4108,51.10239932237418,36.0,64.0,0,0
26,2021-12-15 12:00:00,48135.0,48299.0,46577.0,46621.0,42813240.2865,38.23874070323798,32.0,100.0,0,0
27,2021-12-15 16:00:00,46621.0,49280.0,46525.0,48679.0,81130402.1546,54.869093159268154,28.000000000000004,96.0,0,0
28,2021-12-15 20:00:00,48680.0,49497.0,48571.0,48868.0,26741622.536,56.039794569102185,24.0,92.0,0,0
29,2021-12-16 00:00:00,48868.0,49264.0,48703.0,48822.0,10974124.8113,55.66134632128792,20.0,88.0,0,0
30,2021-12-16 04:00:00,48822.0,49032.0,48503.0,48713.0,12056338.9261,54.71837922492504,16.0,84.0,0,0
31,2021-12-16 08:00:00,48713.0,49443.0,48618.0,49207.0,13714273.122,58.17656018588541,12.0,80.0,0,0
32,2021-12-16 12:00:00,49207.0,49261.0,48252.0,48589.0,27857661.9724,52.74920912405966,8.0,76.0,0,0
33,2021-12-16 16:00:00,48589.0,48711.0,47672.0,47870.0,21594642.7203,47.228792944155664,4.0,72.0,0,0
34,2021-12-16 20:00:00,47870.0,48387.0,47525.0,47641.0,34145507.1691,45.59221084988198,4.0,68.0,0,0
35,2021-12-17 00:00:00,47642.0,47998.0,47434.0,47773.0,26219136.0705,46.73791437613891,84.0,64.0,1,0
36,2021-12-17 04:00:00,47773.0,47954.0,46741.0,47006.0,23375236.7867,41.29629261212627,80.0,60.0,0,0
37,2021-12-17 08:00:00,47006.0,47289.0,46770.0,47116.0,17481603.6747,42.33326311950868,76.0,56.00000000000001,0,0
38,2021-12-17 12:00:00,47116.0,47355.0,45458.0,46527.0,55295386.0344,38.41978346024166,72.0,100.0,2,0
39,2021-12-17 16:00:00,46527.0,47438.0,46428.0,46756.0,27154382.2529,40.71452872525831,68.0,96.0,0,0
40,2021-12-17 20:00:00,46756.0,47093.0,45578.0,46138.0,26079344.4311,36.735997395088845,64.0,100.0,0,0
41,2021-12-18 00:00:00,46138.0,46547.0,45502.0,46295.0,16037169.7203,38.383278872043384,60.0,96.0,0,0
42,2021-12-18 04:00:00,46295.0,46867.0,46073.0,46365.0,14161455.4902,39.1441248215345,56.00000000000001,92.0,0,0
43,2021-12-18 08:00:00,46365.0,47351.0,46212.0,47075.0,21784017.9405,46.376754610588335,52.0,88.0,0,0
44,2021-12-18 12:00:00,47075.0,47238.0,46571.0,46867.0,10962172.157,44.700664468361985,48.0,84.0,0,0
45,2021-12-18 16:00:00,46867.0,46988.0,46331.0,46653.0,13256056.4699,42.979610019928735,44.0,80.0,0,0
46,2021-12-18 20:00:00,46653.0,47114.0,46533.0,46834.0,14392984.7595,44.91153727518986,40.0,76.0,0,0
47,2021-12-19 00:00:00,46834.0,47989.0,46428.0,47721.0,19517433.6301,53.267709497454405,36.0,72.0,0,0
48,2021-12-19 04:00:00,47721.0,48081.0,47449.0,47519.0,12469682.5998,51.35715207696659,32.0,68.0,0,0
49,2021-12-19 08:00:00,47519.0,47638.0,46807.0,47154.0,16375872.1891,48.006550768102656,28.000000000000004,64.0,0,0
50,2021-12-19 12:00:00,47154.0,48341.0,46877.0,47237.0,22773190.7117,48.82418024577076,24.0,60.0,0,0
51,2021-12-19 16:00:00,47237.0,47473.0,46568.0,46667.0,15045526.3581,43.737406880038876,20.0,56.00000000000001,0,0
52,2021-12-19 20:00:00,46667.0,47562.0,46481.0,46678.0,16729170.8748,43.85896678234584,16.0,52.0,0,0
53,2021-12-20 00:00:00,46678.0,47200.0,46225.0,46687.0,23062656.2248,43.965641011540924,12.0,48.0,0,0
54,2021-12-20 04:00:00,46687.0,47048.0,46108.0,46430.0,23461270.1067,41.53844608571328,8.0,44.0,0,0
55,2021-12-20 08:00:00,46430.0,46560.0,45780.0,46090.0,22455838.2942,38.50951254436266,4.0,100.0,0,0
56,2021-12-20 12:00:00,46090.0,46312.0,45571.0,45973.0,27605093.9856,37.49625687513628,4.0,100.0,0,0
57,2021-12-20 16:00:00,45973.0,46692.0,45869.0,46592.0,29817947.3088,45.64482645553363,4.0,96.0,0,0
58,2021-12-20 20:00:00,46592.0,47545.0,46592.0,46906.0,24436692.9717,49.25860423893611,8.0,92.0,0,0
59,2021-12-21 00:00:00,46906.0,48087.0,46651.0,47936.0,20206690.176,58.909259187316565,100.0,88.0,1,0
60,2021-12-21 04:00:00,47942.0,48832.0,47933.0,48595.0,21124538.2174,63.67017554211847,100.0,84.0,0,0
61,2021-12-21 08:00:00,48595.0,49045.0,48448.0,48867.0,16503600.4811,65.4495543215471,100.0,80.0,0,0
62,2021-12-21 12:00:00,48867.0,49326.0,48303.0,48415.0,24991329.8608,60.17511555663374,96.0,76.0,0,0
63,2021-12-21 16:00:00,48415.0,48855.0,48332.0,48619.0,10023403.0813,61.676231325394035,92.0,72.0,0,0
64,2021-12-21 20:00:00,48619.0,49298.0,48461.0,48892.0,10968474.2244,63.650797584669476,100.0,68.0,0,0
65,2021-12-22 00:00:00,48892.0,49597.0,48601.0,49263.0,11785618.7185,66.19951878199099,100.0,64.0,0,0
66,2021-12-22 04:00:00,49263.0,49338.0,48926.0,49211.0,10842737.8455,65.50621421107894,96.0,60.0,0,0
67,2021-12-22 08:00:00,49211.0,49537.0,48808.0,48975.0,18409988.4281,62.31640320373078,92.0,56.00000000000001,0,0
68,2021-12-22 12:00:00,48975.0,49126.0,48403.0,48881.0,14870030.2492,61.041410942138675,88.0,52.0,0,0
69,2021-12-22 16:00:00,48881.0,49240.0,48505.0,48930.0,12773094.6156,61.4837971164526,84.0,48.0,0,0
70,2021-12-22 20:00:00,48930.0,49146.0,48560.0,48596.0,11423533.8646,56.753121702061975,80.0,44.0,0,0
71,2021-12-23 00:00:00,48596.0,48739.0,48018.0,48533.0,15332724.3436,55.879756783330905,76.0,40.0,0,0
72,2021-12-23 04:00:00,48533.0,48583.0,48044.0,48134.0,10250422.6171,50.57175518641598,72.0,36.0,0,0
73,2021-12-23 08:00:00,48134.0,48565.0,48082.0,48365.0,17448565.8739,53.33543380216475,68.0,32.0,0,0
74,2021-12-23 12:00:00,48365.0,48867.0,48331.0,48817.0,16068451.673,58.25399833185214,64.0,28.000000000000004,0,0
75,2021-12-23 16:00:00,48819.0,51376.0,48681.0,51109.0,50983032.9618,73.5044998201255,100.0,24.0,0,0
76,2021-12-23 20:00:00,51109.0,51177.0,50537.0,50834.0,17007307.1524,70.1912441986889,96.0,20.0,0,0
77,2021-12-24 00:00:00,50834.0,51513.0,50649.0,51036.0,24296907.3215,71.21753939174322,92.0,16.0,0,0
78,2021-12-24 04:00:00,51038.0,51098.0,50750.0,50992.0,16929140.2716,70.646970644114,88.0,12.0,0,0
79,2021-12-24 08:00:00,50992.0,51489.0,50867.0,50994.0,16309548.6131,70.65847773808267,84.0,8.0,0,0
80,2021-12-24 12:00:00,50994.0,51244.0,50374.0,50953.0,16708960.8854,70.05219801752392,80.0,4.0,0,0
81,2021-12-24 16:00:00,50953.0,51846.0,50742.0,51129.0,23862566.3471,71.19479539732849,100.0,4.0,0,0
82,2021-12-24 20:00:00,51129.0,51222.0,50495.0,50813.0,13577181.7921,66.30350071594498,96.0,4.0,0,0
83,2021-12-25 00:00:00,50813.0,51120.0,50606.0,50840.0,14252981.4863,66.51518317614835,92.0,4.0,0,0
84,2021-12-25 04:00:00,50840.0,51079.0,50659.0,50923.0,6868799.1699,67.19737683186517,88.0,52.0,0,0
85,2021-12-25 08:00:00,50923.0,51009.0,50537.0,50682.0,6791302.4939,63.17285849128845,84.0,48.0,0,0
86,2021-12-25 12:00:00,50682.0,50934.0,50637.0,50660.0,9689713.0308,62.80308744082395,80.0,44.0,0,0
87,2021-12-25 16:00:00,50660.0,51153.0,50159.0,50901.0,22382860.8512,65.20572993332325,76.0,40.0,0,0
88,2021-12-25 20:00:00,50901.0,51090.0,50348.0,50409.0,14950497.9619,57.09740124512116,72.0,36.0,0,0
89,2021-12-26 00:00:00,50409.0,50673.0,49626.0,49678.0,16685907.1334,47.622135329693975,68.0,32.0,0,0
90,2021-12-26 04:00:00,49678.0,49973.0,49626.0,49932.0,6115304.2599,50.68451741332467,64.0,28.000000000000004,0,0
91,2021-12-26 08:00:00,49932.0,50160.0,49420.0,49756.0,13211279.8178,48.56564698738379,60.0,24.0,0,0
92,2021-12-26 12:00:00,49756.0,50282.0,49653.0,50055.0,9860258.3746,52.220062023427275,56.00000000000001,20.0,0,0
93,2021-12-26 16:00:00,50055.0,50464.0,50031.0,50350.0,9336484.832,55.57387279102918,52.0,16.0,0,0
94,2021-12-26 20:00:00,50350.0,51283.0,49914.0,50773.0,17773792.9176,59.918386786699756,48.0,12.0,0,0
95,2021-12-27 00:00:00,50773.0,51137.0,50455.0,51017.0,12637083.0262,62.21384598469676,44.0,8.0,0,0
96,2021-12-27 04:00:00,51017.0,51099.0,50659.0,50697.0,15274854.2441,57.55823496133021,40.0,4.0,0,0
97,2021-12-27 08:00:00,50697.0,50912.0,50511.0,50759.0,9341894.9491,58.210735330814515,36.0,4.0,0,0
98,2021-12-27 12:00:00,50759.0,51685.0,50583.0,51445.0,19160499.5715,64.68088400009496,100.0,4.0,0,0
